x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
6609,8127,8840,9301,9445,9626,9656,9727,9770,9779
6541,8177,8845,9287,9460,9578,9654,9711,9756,9765
6599,8156,8829,9234,9464,9553,9631,9725,9742,9771
6672,8245,8810,9273,9481,9550,9627,9715,9733,9764
6667,8218,8791,9274,9435,9558,9651,9742,9763,9779
6604,8263,8866,9255,9454,9568,9647,9704,9760,9785
6572,8281,8839,9239,9478,9596,9662,9700,9735,9776
6586,8197,8869,9240,9487,9558,9671,9720,9732,9786
6585,8174,8934,9248,9408,9572,9666,9729,9764,9777
6603,8210,8878,9222,9430,9577,9684,9715,9763,9766
6604,8200,8876,9262,9420,9576,9681,9724,9749,9767
6613,8216,8864,9222,9439,9534,9652,9728,9761,9775
6634,8180,8875,9224,9407,9597,9619,9714,9736,9777
6637,8187,8921,9215,9456,9595,9662,9740,9759,9762
6585,8204,8854,9242,9459,9551,9645,9717,9743,9761
6592,8165,8843,9221,9445,9559,9684,9735,9759,9784
6590,8159,8839,9222,9483,9574,9686,9688,9788,9795
6553,8157,8874,9194,9412,9591,9671,9713,9732,9791
6584,8116,8934,9213,9448,9580,9636,9736,9746,9771
6543,8147,8919,9198,9462,9535,9649,9678,9719,9746
6611,8147,8977,9270,9449,9566,9662,9730,9705,9793
6655,8158,8951,9237,9455,9558,9650,9727,9752,9791
6613,8206,8910,9207,9477,9547,9625,9717,9734,9787
6624,8231,8889,9248,9480,9517,9650,9741,9719,9758
6559,8180,8891,9282,9479,9533,9678,9699,9721,9781
6609,8194,8867,9263,9482,9561,9655,9716,9778,9780
6657,8249,8883,9265,9446,9557,9636,9702,9759,9766
6656,8183,8837,9210,9451,9557,9639,9695,9777,9798
6601,8233,8853,9223,9457,9585,9678,9713,9732,9790
6587,8242,8891,9246,9474,9539,9650,9691,9775,9771
6662,8159,8849,9243,9471,9567,9685,9700,9742,9769
6643,8121,8855,9253,9446,9567,9673,9708,9762,9771
6667,8115,8824,9269,9429,9561,9670,9672,9778,9770
6708,8145,8855,9234,9478,9543,9674,9727,9753,9793
6677,8178,8853,9230,9471,9601,9645,9699,9745,9803
6693,8219,8842,9245,9450,9576,9665,9731,9740,9788
6662,8161,8846,9247,9418,9557,9669,9747,9730,9768
6631,8192,8874,9270,9436,9594,9672,9719,9760,9778
6557,8199,8814,9245,9486,9609,9653,9691,9756,9768
6545,8218,8871,9178,9423,9579,9674,9723,9752,9769
6604,8201,8843,9165,9480,9566,9664,9710,9768,9772
6527,8187,8869,9183,9446,9596,9659,9701,9772,9776
6560,8196,8859,9242,9439,9545,9633,9699,9777,9781
6542,8193,8858,9194,9415,9550,9656,9721,9769,9799
6485,8196,8812,9237,9447,9578,9674,9738,9738,9796
6540,8199,8887,9176,9479,9556,9661,9691,9772,9787
6624,8164,8885,9226,9445,9538,9662,9733,9775,9794
6558,8172,8823,9196,9459,9544,9636,9720,9770,9772
6641,8140,8857,9196,9421,9541,9678,9731,9737,9810
6615,8189,8862,9247,9413,9585,9620,9696,9750,9757
6610,8213,8880,9293,9427,9566,9650,9727,9747,9774
6519,8183,8848,9229,9430,9546,9644,9723,9740,9806
6516,8146,8900,9240,9450,9544,9652,9695,9761,9802
6539,8222,8843,9257,9417,9541,9663,9703,9765,9792
6531,8237,8875,9203,9451,9560,9653,9712,9758,9758
6574,8214,8896,9239,9416,9573,9659,9732,9738,9785
6521,8192,8940,9274,9432,9553,9640,9749,9772,9781
6551,8229,8904,9271,9481,9573,9667,9719,9790,9789
6570,8212,8929,9169,9405,9562,9676,9720,9744,9774
6560,8243,8926,9253,9407,9564,9621,9706,9766,9755
6590,8240,8908,9232,9410,9587,9686,9711,9735,9794
6681,8217,8889,9243,9424,9561,9647,9693,9757,9769
6610,8225,8891,9282,9433,9527,9647,9706,9760,9785
6535,8219,8922,9271,9436,9512,9654,9692,9750,9770
6598,8214,8884,9281,9380,9536,9652,9692,9721,9784
6587,8226,8895,9217,9456,9602,9644,9693,9753,9779
6583,8201,8853,9206,9457,9561,9659,9690,9729,9779
6518,8178,8846,9234,9430,9601,9689,9709,9749,9795
6575,8190,8838,9260,9463,9559,9665,9731,9773,9788
6532,8156,8873,9236,9398,9554,9637,9717,9747,9775
6567,8130,8922,9158,9358,9569,9652,9710,9770,9782
6561,8209,8891,9188,9449,9533,9649,9709,9735,9795
6624,8218,8931,9171,9454,9561,9633,9722,9728,9774
6589,8228,8924,9191,9469,9567,9622,9712,9735,9766
6606,8238,8961,9233,9462,9565,9652,9715,9730,9774
6584,8234,8921,9265,9432,9557,9667,9717,9743,9795
6621,8186,8897,9243,9421,9567,9670,9727,9743,9772
6621,8198,8858,9234,9449,9567,9676,9700,9754,9746
6599,8200,8905,9207,9428,9572,9657,9719,9737,9767
6597,8196,8914,9232,9443,9559,9668,9710,9758,9783
6550,8185,8896,9243,9380,9568,9642,9718,9757,9738
6540,8175,8890,9243,9415,9601,9662,9704,9782,9767
6608,8171,8900,9224,9423,9594,9690,9701,9759,9792
6648,8151,8821,9192,9456,9575,9646,9723,9730,9776
6570,8185,8857,9187,9450,9567,9667,9690,9743,9785
6605,8159,8878,9181,9442,9544,9686,9724,9725,9772
6587,8218,8878,9202,9420,9567,9662,9686,9757,9789
6574,8244,8853,9215,9425,9564,9693,9701,9780,9788
6557,8259,8867,9234,9419,9578,9659,9721,9736,9783
6585,8218,8863,9227,9463,9569,9658,9705,9738,9770
6597,8231,8851,9260,9455,9536,9653,9699,9742,9770
6546,8238,8803,9260,9438,9567,9649,9692,9761,9802
6618,8240,8872,9271,9449,9531,9649,9696,9766,9764
6612,8249,8855,9245,9480,9550,9692,9722,9738,9803
6560,8246,8828,9265,9444,9557,9650,9725,9726,9775
6597,8176,8782,9250,9472,9521,9636,9728,9744,9737
6564,8134,8834,9264,9474,9555,9629,9722,9737,9774
6605,8231,8830,9189,9439,9547,9646,9686,9739,9771
6625,8201,8899,9243,9437,9554,9654,9686,9766,9769
6613,8243,8871,9254,9462,9575,9668,9730,9744,9771
6590,8176,8840,9201,9467,9551,9661,9726,9760,9759
6680,8192,8896,9200,9476,9552,9656,9696,9763,9760
6660,8108,8843,9238,9474,9555,9657,9738,9772,9798
6624,8172,8848,9235,9475,9543,9661,9675,9757,9788
6599,8174,8857,9271,9424,9593,9629,9699,9747,9769
6596,8195,8836,9220,9421,9591,9631,9728,9753,9780
6614,8159,8847,9219,9426,9588,9701,9736,9745,9776
6631,8222,8881,9253,9446,9585,9673,9740,9759,9758
6649,8164,8892,9188,9442,9579,9673,9726,9760,9789
6647,8212,8827,9253,9429,9559,9645,9700,9762,9782
6644,8245,8840,9271,9432,9571,9671,9713,9739,9800
6648,8186,8903,9265,9465,9580,9659,9718,9775,9788
6622,8216,8893,9266,9474,9555,9686,9710,9778,9774
6557,8193,8878,9286,9461,9612,9666,9687,9762,9758
6554,8181,8821,9290,9457,9578,9598,9716,9743,9780
6611,8139,8874,9248,9430,9592,9638,9700,9747,9756
6655,8127,8909,9278,9450,9572,9641,9721,9739,9791
6722,8169,8890,9256,9450,9565,9627,9696,9718,9778
6652,8100,8890,9222,9437,9571,9651,9703,9786,9780
6646,8149,8894,9244,9358,9595,9663,9705,9705,9798
6622,8221,8904,9188,9419,9587,9691,9705,9731,9769
6642,8201,8921,9204,9381,9581,9669,9694,9736,9782
6714,8176,8834,9188,9404,9560,9657,9687,9772,9793
6721,8233,8875,9226,9424,9560,9659,9684,9751,9785
6606,8271,8855,9267,9438,9601,9633,9722,9743,9790
6654,8229,8865,9281,9415,9580,9662,9707,9755,9777
6599,8163,8847,9255,9455,9542,9709,9698,9751,9749
6587,8174,8826,9205,9423,9557,9658,9710,9762,9793
6615,8134,8828,9247,9443,9560,9653,9711,9733,9794
6567,8219,8880,9240,9439,9558,9626,9718,9766,9785
6597,8220,8868,9207,9402,9577,9658,9680,9758,9788
6614,8190,8860,9197,9416,9568,9654,9702,9734,9761
6605,8174,8899,9173,9411,9573,9676,9696,9777,9803
6658,8178,8884,9208,9437,9589,9673,9731,9750,9796
6660,8130,8835,9253,9430,9538,9654,9716,9753,9748
6651,8163,8900,9201,9404,9592,9642,9718,9752,9771
6609,8137,8908,9247,9453,9567,9636,9738,9748,9786
6600,8143,8951,9193,9459,9551,9660,9725,9759,9787
6596,8148,8909,9177,9409,9558,9670,9691,9730,9790
6647,8197,8862,9229,9412,9587,9684,9727,9757,9769
6633,8211,8822,9241,9426,9580,9652,9703,9769,9774
6616,8140,8857,9201,9402,9578,9655,9705,9733,9788
6672,8140,8849,9221,9409,9590,9639,9720,9749,9754
6681,8137,8880,9236,9449,9612,9689,9720,9715,9759
6640,8112,8824,9260,9433,9607,9682,9685,9765,9786
6607,8172,8853,9264,9416,9574,9667,9715,9757,9800
6627,8179,8805,9233,9443,9570,9636,9718,9764,9776
6626,8138,8773,9228,9396,9562,9614,9729,9773,9787
6634,8193,8763,9218,9437,9613,9613,9711,9755,9778
6595,8128,8846,9236,9411,9579,9656,9725,9763,9768
6633,8146,8776,9281,9426,9588,9687,9734,9766,9774
6594,8181,8814,9266,9397,9535,9640,9714,9733,9738
6555,8169,8852,9211,9438,9557,9674,9714,9751,9771
6574,8103,8833,9270,9412,9537,9631,9693,9767,9806
6560,8123,8817,9274,9403,9554,9671,9743,9755,9803
6511,8159,8901,9233,9428,9562,9672,9717,9767,9755
6573,8157,8950,9258,9421,9564,9648,9703,9769,9754
6604,8127,8875,9250,9406,9527,9641,9718,9756,9801
6604,8172,8793,9212,9407,9517,9660,9708,9773,9790
6594,8170,8779,9269,9433,9548,9670,9680,9754,9796
6572,8158,8788,9263,9418,9515,9677,9706,9761,9796
6535,8163,8829,9245,9447,9490,9627,9710,9760,9763
6549,8148,8855,9275,9403,9515,9623,9712,9741,9789
6545,8121,8872,9235,9429,9546,9685,9725,9759,9787
6608,8148,8893,9195,9414,9537,9690,9702,9754,9789
6683,8136,8893,9252,9404,9539,9666,9717,9743,9790
6596,8147,8886,9212,9424,9574,9667,9685,9741,9790
6511,8144,8857,9244,9385,9588,9669,9717,9769,9782
6566,8070,8839,9240,9388,9579,9647,9723,9766,9771
6540,8134,8884,9231,9439,9570,9638,9711,9754,9790
6583,8140,8887,9216,9464,9542,9661,9714,9754,9788
6586,8134,8871,9251,9440,9564,9660,9724,9757,9794
6560,8155,8842,9189,9435,9625,9675,9709,9740,9784
6577,8208,8879,9231,9422,9577,9649,9725,9725,9787
6621,8179,8893,9226,9427,9546,9649,9704,9781,9755
6585,8151,8902,9198,9431,9550,9667,9701,9731,9772
6592,8186,8858,9192,9426,9611,9664,9703,9778,9774
6513,8126,8863,9252,9473,9580,9652,9711,9765,9770
6509,8140,8881,9210,9396,9555,9683,9725,9771,9779
6525,8203,8848,9226,9439,9544,9647,9702,9760,9751
6554,8210,8895,9251,9406,9607,9662,9713,9747,9792
6564,8212,8885,9306,9438,9588,9660,9688,9757,9766
6582,8203,8867,9258,9437,9554,9652,9702,9728,9790
6540,8249,8914,9225,9492,9583,9663,9728,9759,9779
6540,8209,8917,9212,9426,9577,9682,9698,9772,9790
6538,8259,8907,9214,9418,9588,9652,9689,9752,9809
6557,8225,8876,9230,9461,9568,9668,9679,9730,9792
6603,8219,8909,9247,9441,9568,9625,9701,9782,9793
6561,8187,8893,9233,9470,9570,9638,9707,9772,9803
6576,8215,8887,9221,9429,9521,9634,9677,9767,9748
6565,8227,8922,9253,9424,9543,9632,9706,9773,9767
6576,8207,8831,9257,9470,9573,9653,9739,9750,9761
6610,8160,8830,9211,9475,9524,9636,9714,9754,9763
6604,8148,8796,9265,9472,9526,9668,9716,9742,9789
6607,8164,8861,9263,9498,9538,9651,9740,9746,9758
6570,8180,8883,9227,9436,9565,9657,9765,9772,9790
6588,8148,8902,9228,9445,9599,9653,9710,9773,9771
6629,8035,8851,9260,9478,9601,9678,9714,9762,9788
6615,8128,8855,9228,9438,9580,9651,9706,9783,9773
6657,8184,8891,9225,9466,9631,9642,9708,9763,9761
6604,8247,8824,9238,9432,9564,9615,9700,9736,9769
6663,8214,8856,9228,9475,9610,9673,9676,9717,9749
6639,8095,8892,9157,9427,9621,9648,9678,9745,9769
6658,8160,8935,9171,9452,9555,9661,9737,9759,9789
6658,8236,8941,9187,9451,9594,9650,9712,9750,9796
6631,8183,8897,9190,9403,9570,9662,9710,9747,9797
6580,8197,8829,9206,9426,9541,9663,9712,9755,9771
6653,8254,8863,9240,9386,9542,9672,9702,9781,9792
6667,8224,8813,9203,9436,9605,9647,9698,9762,9806
6603,8273,8865,9217,9442,9574,9672,9712,9761,9758
6627,8236,8886,9237,9429,9607,9663,9714,9749,9786
6680,8204,8838,9260,9402,9607,9655,9722,9782,9785
6605,8198,8870,9272,9440,9569,9685,9702,9736,9786
6587,8160,8870,9261,9427,9559,9646,9692,9756,9785
6543,8160,8852,9193,9408,9567,9653,9697,9761,9775
6553,8181,8861,9234,9446,9599,9653,9729,9776,9784
6491,8168,8918,9247,9409,9574,9645,9700,9766,9787
6533,8183,8908,9174,9411,9538,9667,9700,9750,9778
6554,8196,8822,9269,9391,9613,9676,9708,9746,9785
6584,8294,8842,9237,9410,9560,9641,9690,9773,9794
6640,8208,8867,9240,9435,9572,9619,9695,9745,9773
6622,8182,8883,9273,9440,9548,9662,9688,9770,9781
6635,8187,8871,9247,9416,9537,9673,9737,9736,9771
6634,8282,8840,9201,9453,9521,9640,9702,9766,9780
6634,8254,8855,9221,9424,9536,9643,9729,9748,9785
6635,8168,8823,9237,9425,9526,9669,9733,9771,9750
6632,8105,8800,9224,9411,9567,9653,9725,9768,9783
6634,8271,8836,9250,9412,9555,9659,9691,9731,9798
6651,8191,8814,9225,9451,9557,9628,9692,9764,9763
6712,8115,8844,9187,9391,9545,9668,9709,9771,9793
6711,8154,8921,9224,9451,9558,9659,9726,9762,9770
6736,8206,8898,9231,9453,9607,9668,9700,9753,9780
6721,8191,8912,9226,9450,9580,9687,9730,9749,9816
6625,8163,8872,9226,9412,9556,9642,9728,9739,9774
6669,8205,8944,9282,9430,9567,9678,9701,9763,9780
6683,8150,8921,9280,9450,9582,9689,9708,9746,9800
6669,8148,8869,9275,9452,9568,9659,9718,9754,9759
6683,8168,8847,9295,9448,9538,9652,9683,9778,9788
6628,8132,8855,9255,9400,9559,9644,9703,9767,9775
6645,8160,8893,9245,9422,9594,9645,9719,9755,9768
6592,8160,8904,9212,9394,9552,9651,9683,9751,9769
6625,8176,8878,9250,9434,9563,9671,9719,9766,9773
6615,8201,8907,9249,9419,9568,9648,9724,9752,9777
6598,8193,8937,9226,9412,9600,9643,9698,9730,9779
6566,8164,8860,9213,9461,9568,9675,9721,9746,9786
6612,8159,8832,9228,9412,9574,9672,9696,9754,9767
6586,8187,8870,9204,9482,9573,9627,9725,9762,9784
6549,8195,8862,9198,9393,9587,9647,9709,9763,9755
6558,8199,8825,9193,9455,9585,9671,9716,9753,9778
6452,8295,8843,9226,9445,9573,9645,9723,9758,9766
6497,8225,8830,9216,9370,9580,9676,9754,9768,9746
6529,8234,8837,9247,9455,9563,9635,9706,9741,9765
6562,8203,8826,9216,9411,9522,9668,9724,9737,9780
6517,8199,8834,9226,9449,9567,9680,9701,9764,9794
6537,8188,8851,9230,9424,9578,9630,9712,9765,9788
6543,8262,8855,9241,9431,9553,9653,9685,9735,9779
6567,8180,8888,9193,9468,9569,9623,9729,9741,9751
6535,8175,8875,9251,9471,9574,9653,9718,9756,9801
6522,8186,8931,9232,9441,9561,9657,9741,9761,9749
6521,8193,8845,9200,9418,9581,9679,9734,9751,9760
6514,8185,8882,9252,9450,9583,9657,9729,9780,9789
6588,8180,8851,9203,9467,9576,9681,9712,9768,9806
6590,8218,8881,9217,9435,9552,9643,9703,9753,9790
6619,8227,8883,9275,9415,9558,9614,9734,9764,9788
6598,8167,8949,9284,9425,9545,9634,9726,9721,9774
6651,8214,8961,9240,9470,9548,9639,9694,9748,9766
6615,8187,8951,9196,9414,9569,9642,9721,9774,9794
6640,8211,8948,9221,9459,9540,9671,9708,9765,9758
6582,8153,8934,9221,9445,9535,9648,9674,9749,9783
6571,8124,8941,9258,9446,9584,9670,9696,9754,9799
6584,8108,8864,9266,9446,9567,9607,9742,9738,9756
6553,8130,8873,9224,9471,9590,9688,9716,9775,9795
6540,8126,8896,9239,9460,9551,9659,9719,9754,9774
6600,8125,8900,9232,9471,9584,9643,9724,9705,9772
6546,8075,8898,9237,9472,9587,9641,9701,9733,9798
6559,8100,8891,9253,9464,9593,9624,9740,9761,9813
6527,8144,8862,9249,9456,9600,9627,9708,9774,9801
6476,8105,8901,9262,9494,9570,9666,9708,9737,9769
6528,8206,8947,9265,9449,9566,9622,9710,9753,9783
6528,8195,8929,9317,9428,9585,9672,9726,9766,9758
6565,8231,8875,9226,9437,9602,9641,9734,9729,9752
6477,8208,8856,9267,9459,9593,9682,9710,9741,9775
6489,8222,8831,9254,9458,9594,9656,9693,9715,9769
6618,8118,8881,9266,9472,9557,9668,9712,9753,9773
6573,8141,8860,9270,9453,9527,9651,9701,9781,9770
6646,8158,8850,9298,9455,9547,9684,9729,9746,9790
6585,8192,8878,9239,9461,9589,9644,9692,9737,9800
6604,8177,8922,9238,9437,9577,9661,9709,9748,9741
6590,8093,8892,9259,9497,9538,9669,9716,9738,9771
6591,8052,8824,9259,9454,9540,9625,9718,9739,9760
6575,8177,8913,9222,9441,9519,9660,9710,9762,9786
6649,8172,8880,9237,9437,9550,9639,9717,9738,9798
6610,8162,8830,9226,9432,9576,9668,9699,9739,9792
6552,8180,8831,9224,9430,9595,9656,9689,9731,9783
6514,8168,8847,9246,9409,9568,9654,9708,9744,9742
6502,8189,8845,9222,9420,9583,9662,9710,9756,9776
6581,8217,8835,9227,9465,9554,9660,9702,9755,9790
6568,8224,8901,9268,9462,9596,9667,9717,9731,9809
6549,8142,8814,9233,9440,9618,9661,9674,9763,9785
6554,8208,8859,9235,9413,9600,9648,9725,9738,9772
6623,8193,8872,9235,9414,9615,9708,9716,9744,9768
6722,8145,8829,9260,9424,9566,9661,9734,9749,9783
6688,8166,8857,9240,9422,9581,9647,9720,9758,9789
6604,8255,8864,9288,9439,9543,9656,9725,9774,9771
6628,8235,8896,9295,9476,9559,9696,9714,9757,9781
6604,8205,8858,9303,9442,9573,9672,9716,9708,9773
6583,8172,8888,9197,9412,9579,9649,9730,9764,9773
6532,8132,8833,9235,9426,9591,9672,9715,9758,9768
6613,8176,8911,9169,9399,9596,9685,9705,9761,9799
6577,8135,8894,9215,9448,9543,9673,9696,9770,9796
6580,8187,8872,9253,9459,9621,9626,9701,9765,9769
6619,8217,8873,9200,9469,9596,9650,9727,9744,9733
6566,8178,8881,9219,9491,9601,9667,9713,9728,9781
6546,8211,8800,9198,9434,9555,9665,9721,9755,9758
6556,8208,8811,9197,9462,9570,9707,9717,9753,9759
6601,8138,8862,9225,9499,9580,9682,9718,9747,9746
6648,8163,8930,9249,9406,9549,9658,9703,9753,9762
6632,8210,8904,9262,9460,9548,9659,9708,9766,9802
6575,8227,8900,9237,9422,9563,9669,9728,9734,9738
6576,8131,8922,9287,9442,9549,9684,9740,9738,9768
6571,8170,8862,9246,9402,9559,9666,9713,9745,9765
6602,8225,8788,9248,9425,9559,9674,9714,9755,9759
6573,8217,8841,9259,9423,9578,9608,9734,9757,9785
6566,8220,8863,9194,9421,9559,9660,9689,9742,9788
6598,8250,8927,9231,9390,9567,9628,9709,9768,9772
6553,8222,8945,9215,9370,9531,9648,9722,9780,9795
6565,8147,8928,9205,9405,9516,9647,9718,9770,9772
6614,8157,8893,9215,9459,9561,9651,9691,9732,9786
6620,8148,8859,9259,9458,9560,9698,9673,9774,9782
6678,8157,8877,9240,9433,9557,9677,9726,9763,9800
6690,8150,8851,9223,9459,9566,9686,9733,9752,9791
6638,8188,8873,9207,9436,9509,9670,9732,9777,9793
6637,8181,8884,9242,9468,9537,9652,9713,9749,9778
6608,8257,8834,9265,9461,9530,9654,9729,9766,9781
6634,8250,8849,9290,9454,9548,9690,9708,9723,9806
6602,8248,8795,9270,9414,9578,9656,9699,9748,9788
6619,8233,8848,9258,9437,9603,9647,9725,9732,9781
6574,8197,8873,9309,9400,9584,9617,9719,9755,9803
6653,8224,8890,9276,9441,9579,9642,9737,9751,9759
6669,8236,8900,9262,9422,9599,9636,9715,9763,9770
6615,8170,8890,9224,9426,9547,9661,9693,9765,9790
6593,8118,8897,9207,9386,9583,9670,9723,9768,9805
6598,8159,8858,9234,9423,9581,9639,9689,9746,9793
6552,8211,8862,9223,9426,9573,9657,9703,9763,9780
6552,8214,8867,9268,9462,9582,9653,9705,9767,9767
6592,8230,8911,9247,9434,9536,9673,9744,9766,9786
6625,8225,8892,9249,9414,9529,9664,9720,9741,9791
6628,8186,8867,9217,9463,9564,9662,9699,9745,9757
6569,8157,8860,9231,9466,9598,9629,9725,9717,9809
6567,8132,8898,9246,9469,9576,9650,9721,9758,9790
6535,8114,8848,9209,9435,9547,9671,9721,9762,9779
6558,8118,8873,9207,9448,9531,9663,9746,9773,9757
6569,8176,8920,9262,9449,9563,9635,9699,9767,9758
6630,8177,8892,9208,9431,9571,9658,9722,9741,9781
6512,8187,8878,9302,9423,9572,9667,9719,9787,9764
6512,8147,8869,9239,9385,9557,9624,9711,9738,9772
6621,8156,8875,9243,9407,9559,9676,9727,9756,9779
6555,8176,8828,9271,9398,9579,9654,9737,9732,9776
6569,8177,8844,9252,9399,9538,9648,9727,9702,9768
6483,8186,8863,9293,9401,9552,9643,9730,9746,9777
6472,8188,8860,9197,9421,9577,9665,9694,9757,9794
6521,8181,8866,9201,9464,9532,9706,9685,9750,9785
6564,8196,8863,9265,9435,9595,9669,9700,9724,9771
6563,8221,8811,9293,9436,9553,9677,9689,9738,9796
6520,8233,8856,9270,9425,9563,9691,9704,9744,9771
6582,8247,8879,9208,9481,9565,9651,9705,9733,9767
6634,8176,8853,9206,9471,9496,9664,9719,9769,9782
6603,8153,8836,9202,9449,9572,9672,9695,9718,9777
6596,8206,8816,9211,9468,9555,9675,9698,9760,9758
6592,8216,8851,9237,9453,9564,9647,9688,9751,9751
6537,8155,8865,9261,9413,9599,9660,9713,9729,9787
6557,8179,8846,9232,9407,9601,9672,9724,9723,9796
6597,8219,8805,9213,9403,9563,9659,9685,9736,9778
6609,8194,8800,9233,9457,9541,9646,9725,9735,9794
6618,8179,8849,9169,9457,9564,9653,9723,9744,9788
6597,8183,8834,9174,9450,9569,9627,9688,9747,9758
6579,8206,8933,9219,9400,9542,9679,9693,9742,9790
6617,8200,8888,9207,9421,9570,9709,9739,9767,9779
