T,m
1.0,0.9980615
1.0735294117647058,0.99755675
1.1470588235294117,0.99673146
1.2205882352941178,0.9958888
1.2941176470588236,0.9939975
1.3676470588235294,0.99179876
1.4411764705882353,0.9888512
1.5147058823529411,0.9848514
1.588235294117647,0.978957
1.661764705882353,0.97485197
1.7352941176470589,0.96772516
1.8088235294117647,0.9603377
1.8823529411764706,0.94868165
1.9558823529411764,0.9400346
2.0294117647058822,0.92645997
2.1029411764705883,0.9117183
2.176470588235294,0.8947848
2.25,0.8731003
2.323529411764706,0.8503759
2.3970588235294117,0.8235644
2.4705882352941178,0.7950458
2.5441176470588234,0.7600475
2.6176470588235294,0.7212087
2.6911764705882355,0.6746519
2.764705882352941,0.6163855
2.838235294117647,0.55342984
2.911764705882353,0.46027103
2.985294117647059,0.12142218
3.0588235294117645,0.02093162
3.1323529411764706,0.01926532
3.2058823529411766,0.01287068
3.2794117647058822,0.0014235
3.3529411764705883,0.00352658
3.426470588235294,0.00125892
3.5,0.00187428
