N100,N300,N1000,N3000,N10000
15,36,80,195,646
15,36,80,195,642
15,36,80,192,638
15,36,80,192,633
15,35,80,192,629
15,34,79,192,625
15,33,79,191,621
15,33,79,191,618
15,33,79,191,613
15,33,79,189,610
15,33,78,188,607
14,32,78,187,604
14,32,78,185,598
14,32,78,184,597
14,30,78,183,597
13,30,77,182,595
13,30,77,181,594
13,30,77,181,593
13,30,77,180,591
13,30,76,180,588
13,30,76,180,583
13,30,76,178,582
13,30,76,178,581
13,30,76,177,581
13,30,76,177,577
13,30,76,176,577
13,30,75,174,572
13,30,74,173,568
13,30,74,173,565
13,30,74,173,561
13,30,74,171,561
13,30,74,170,558
13,30,73,168,556
13,29,73,167,554
13,29,73,166,552
13,29,73,166,552
13,29,72,166,548
13,29,72,165,542
13,29,72,163,539
13,29,72,162,532
13,29,72,161,530
13,29,72,160,527
13,29,72,158,524
13,29,71,157,522
13,29,71,157,518
13,29,71,156,516
13,29,71,156,514
13,29,71,156,512
13,29,71,156,507
13,29,71,154,502
13,29,70,154,500
13,29,69,154,500
13,29,69,154,494
13,29,69,154,489
13,29,69,153,484
13,29,69,153,481
13,29,68,153,479
13,29,68,153,476
13,29,68,153,475
13,29,68,153,472
13,29,68,153,468
13,29,68,153,467
13,29,68,153,465
13,29,68,152,464
13,29,67,152,463
13,29,67,151,460
13,29,67,151,458
13,29,67,151,452
13,29,67,150,449
13,29,67,150,448
13,29,67,149,447
13,29,67,149,444
13,29,67,148,443
13,29,67,148,443
13,29,67,148,440
13,29,67,148,439
13,29,67,148,439
13,29,67,148,434
13,29,67,147,433
13,29,67,146,432
13,29,67,145,431
13,29,67,145,430
13,29,67,145,427
13,29,67,145,424
13,29,67,144,422
13,29,67,144,421
13,29,67,144,421
13,29,67,143,418
13,29,67,142,418
13,29,67,142,416
13,29,67,142,415
13,29,67,139,412
13,29,67,139,411
13,29,67,139,410
13,29,67,139,408
13,28,67,139,405
13,28,66,139,404
13,28,65,139,404
13,28,65,139,402
13,28,65,139,400
13,28,65,139,399
13,28,65,139,398
13,28,65,138,398
13,28,65,138,397
13,28,64,137,397
13,28,64,137,396
13,28,64,136,394
13,28,63,136,394
13,28,63,136,393
13,28,61,136,390
13,28,61,135,389
13,28,61,135,389
13,28,61,134,388
13,28,61,134,385
13,27,61,134,384
13,27,61,134,383
13,27,61,134,383
13,27,61,134,380
13,27,61,134,379
13,27,61,133,378
13,27,61,132,378
13,27,61,131,378
13,27,61,131,375
13,27,61,131,375
13,27,61,131,375
13,27,61,130,373
13,26,61,130,372
13,26,61,129,372
13,26,61,129,371
13,26,61,129,369
13,26,60,128,367
13,26,60,128,367
13,26,60,128,367
13,26,60,127,367
13,26,60,127,366
13,26,60,126,365
13,26,60,126,365
13,26,60,126,364
13,26,60,126,364
13,26,60,125,362
13,26,60,125,362
13,26,60,124,362
13,26,60,124,361
13,26,60,123,361
13,26,59,122,359
13,26,59,122,359
13,26,59,122,357
13,26,59,122,356
13,26,59,122,356
13,26,59,122,355
13,26,59,122,354
13,26,59,121,353
13,25,59,121,352
13,25,58,120,352
13,25,58,119,351
13,25,58,118,351
13,25,58,118,350
13,25,58,118,350
13,25,58,118,350
13,25,58,118,348
13,25,57,118,347
13,25,57,118,346
13,25,57,118,346
13,25,57,118,345
13,25,57,118,345
13,25,57,118,345
13,25,57,118,343
13,25,57,117,343
13,25,57,117,343
13,25,57,117,343
13,25,57,117,343
13,25,57,117,342
13,25,57,117,342
13,25,57,117,341
13,25,57,117,340
13,25,57,117,339
13,25,57,117,335
13,25,56,117,334
13,25,56,117,332
13,25,56,116,332
13,25,56,116,331
13,25,56,115,329
13,25,56,115,329
13,25,56,115,326
13,24,56,115,323
13,24,56,115,323
13,24,56,114,323
13,24,56,114,322
13,24,56,114,320
13,24,56,113,318
13,24,56,113,318
13,24,56,113,317
13,24,56,112,317
13,24,56,110,315
13,24,56,110,314
13,24,56,110,314
13,24,56,110,314
13,24,56,109,314
13,24,56,109,314
13,24,56,109,314
13,24,56,109,313
13,24,56,109,313
13,24,56,109,312
13,24,56,108,312
13,24,56,108,311
13,24,55,107,311
13,24,55,107,311
13,24,55,107,311
13,24,55,107,311
13,24,55,107,311
13,24,55,106,311
13,24,55,105,311
13,24,55,105,310
13,24,55,105,310
13,24,55,105,310
13,24,55,105,309
13,24,55,105,309
13,24,55,105,309
13,24,55,105,306
13,24,55,105,305
13,24,55,105,305
13,24,55,105,304
13,24,55,105,303
13,24,55,105,303
13,24,55,105,302
13,24,55,105,302
13,24,55,105,302
13,24,55,105,302
13,24,55,105,302
13,24,55,105,300
13,24,55,105,300
13,24,55,105,300
13,24,55,105,298
13,24,55,105,298
13,24,55,105,298
13,24,55,105,298
13,24,55,105,298
13,23,54,105,296
13,23,54,105,296
13,23,54,105,296
13,23,54,105,296
13,23,54,105,296
13,23,54,105,294
13,23,54,105,292
13,23,54,105,292
13,23,54,105,292
13,23,54,105,291
13,23,54,105,290
13,23,54,104,290
13,23,54,104,290
13,23,54,104,290
13,23,54,104,290
13,23,54,104,290
13,23,54,104,290
13,23,54,102,290
13,23,54,102,289
13,23,54,102,289
13,23,54,102,288
13,23,54,102,287
13,23,54,102,286
13,23,54,102,286
13,23,54,102,285
13,23,54,102,284
13,23,54,102,284
13,23,54,101,283
13,22,54,101,283
13,22,53,101,283
13,22,53,101,283
13,22,53,101,282
13,22,53,101,281
13,22,53,101,279
13,22,53,101,279
13,22,53,101,277
13,22,53,101,275
13,22,53,101,275
13,22,53,101,274
13,22,53,101,274
13,22,52,101,274
13,22,52,101,274
13,22,52,101,273
13,22,52,101,273
13,22,52,101,272
13,22,52,101,272
13,22,52,101,272
13,22,52,100,271
13,22,52,100,270
13,22,52,100,270
13,22,52,99,270
13,22,52,99,269
13,22,51,99,269
13,22,51,99,269
13,22,51,99,269
13,22,51,99,269
13,22,51,99,268
13,22,51,99,268
13,22,51,99,268
13,22,51,99,268
13,22,51,99,268
13,22,50,99,267
13,22,50,99,267
13,22,50,99,267
13,22,50,99,267
13,22,50,99,266
13,22,50,99,266
13,22,50,99,265
13,22,50,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,265
13,22,49,99,264
13,22,49,99,264
13,22,49,97,264
13,22,49,97,263
13,22,49,97,263
13,22,49,97,263
13,22,49,97,263
13,22,49,97,263
13,22,49,96,263
13,21,49,96,263
13,21,49,96,263
13,21,49,96,263
13,21,49,96,263
13,21,49,96,262
13,21,49,96,261
13,21,49,96,260
13,21,49,96,260
13,21,49,96,259
13,21,49,96,258
13,21,49,96,257
13,21,49,96,256
13,21,48,95,256
13,21,48,95,256
13,21,48,95,255
13,21,48,95,255
13,21,48,95,254
13,21,48,95,254
13,21,48,95,254
13,21,48,95,254
13,21,48,95,254
13,21,48,95,254
13,21,48,95,254
13,21,48,95,253
13,21,48,95,253
13,21,48,94,252
13,21,48,94,251
13,21,48,94,250
13,21,48,94,250
13,21,48,94,249
13,21,48,94,248
13,21,48,94,248
13,21,48,94,248
13,21,48,94,248
13,21,48,94,247
13,21,48,94,247
13,21,48,94,247
13,21,48,94,247
13,21,48,94,246
13,21,48,93,246
13,21,47,93,246
13,21,47,93,245
13,21,47,93,245
13,21,47,93,245
13,21,47,93,245
13,21,47,93,244
13,21,47,92,244
13,21,47,92,244
13,21,47,92,244
13,21,47,91,244
13,21,47,91,244
13,21,47,91,244
13,21,47,91,244
13,21,47,91,243
13,21,47,91,240
13,21,47,91,239
13,21,47,91,239
13,21,47,91,238
13,21,47,91,238
13,21,47,90,238
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,237
13,21,47,90,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,236
13,21,47,89,235
13,21,47,89,235
13,21,47,89,234
13,21,47,89,234
13,21,47,89,234
13,21,47,89,234
13,21,47,89,234
13,21,47,89,234
13,21,47,89,234
13,21,47,89,233
13,21,47,89,233
13,21,47,89,233
13,21,47,89,232
13,21,47,89,232
13,21,47,89,232
13,21,47,89,231
13,21,47,89,231
13,21,47,89,230
13,21,47,89,230
13,21,47,89,230
13,21,47,89,230
13,21,47,89,230
13,21,47,89,230
13,21,47,89,230
13,21,47,89,230
13,21,47,89,229
13,21,47,89,227
13,21,47,89,226
13,21,47,89,226
13,21,47,89,226
13,21,47,89,226
13,21,47,89,224
13,21,47,89,224
13,21,47,89,224
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,223
13,21,47,89,222
13,21,47,89,222
13,21,46,89,222
13,21,46,89,222
13,21,46,89,222
13,21,46,88,222
13,21,46,88,222
13,21,46,88,222
13,21,46,88,222
13,21,46,88,222
13,21,46,88,221
13,21,46,88,221
13,21,46,88,221
13,21,46,88,220
13,21,46,87,220
13,21,46,87,220
13,21,46,87,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,219
13,21,46,86,218
13,21,46,86,217
13,21,46,86,217
13,21,46,86,217
13,21,46,86,216
13,21,46,86,216
13,21,46,86,216
13,21,46,86,215
13,21,46,86,215
13,21,46,86,215
13,21,46,85,215
13,21,46,85,215
13,21,46,85,215
13,21,46,85,215
13,21,46,85,215
13,21,46,85,215
13,21,46,85,215
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,85,214
13,21,46,84,214
13,21,45,84,214
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,213
13,21,45,84,212
13,21,45,84,212
13,21,45,84,212
13,21,45,84,212
13,21,45,84,212
13,21,45,84,211
13,21,45,82,211
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,210
13,21,45,82,209
13,21,45,82,209
13,21,45,82,209
13,21,45,82,209
13,21,45,82,209
13,21,45,82,209
13,21,45,82,209
13,21,45,82,209
13,21,45,82,209
13,21,45,82,208
13,21,45,82,208
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,207
13,21,45,81,206
13,21,45,81,206
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,45,81,205
13,21,44,81,205
13,21,44,81,205
13,21,44,81,205
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,204
13,21,44,81,203
13,21,44,81,203
13,21,44,81,201
13,21,44,81,201
13,21,44,81,201
13,21,44,81,200
13,21,44,81,200
13,21,44,81,200
13,21,44,81,199
13,21,43,81,199
13,21,43,81,199
13,21,43,81,199
13,21,43,81,199
13,21,43,80,199
13,21,43,80,199
13,21,43,80,199
13,21,43,80,199
13,21,43,80,199
13,21,42,80,198
13,21,42,80,198
13,21,42,80,197
13,21,42,80,197
13,21,42,80,196
13,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,41,80,196
12,21,40,80,196
12,21,40,80,196
12,21,40,80,196
12,21,40,80,195
12,21,40,80,195
12,21,40,80,195
12,21,40,80,195
12,21,40,80,195
12,21,40,80,195
12,21,40,80,195
12,21,40,80,195
12,21,40,80,195
12,21,40,80,194
12,21,40,80,194
12,21,40,80,193
12,21,40,80,193
12,21,40,80,193
12,21,40,80,193
12,21,40,80,193
12,21,39,80,193
12,21,39,80,193
12,21,39,80,192
12,21,39,80,192
12,21,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,192
12,20,39,80,191
12,20,39,80,190
12,20,39,80,190
12,20,39,79,190
12,20,39,79,189
12,20,39,79,189
12,20,39,79,189
12,20,39,79,189
12,20,39,79,189
12,20,39,79,189
12,20,39,79,188
12,20,39,79,188
12,20,39,79,187
12,20,39,79,187
12,20,39,79,186
12,20,39,79,186
12,20,39,79,186
12,20,39,79,186
12,20,39,79,185
12,20,39,79,184
12,20,39,79,184
12,20,39,79,184
12,20,39,79,184
12,20,39,79,184
12,20,39,79,184
12,20,39,79,184
12,20,39,79,184
12,20,39,78,184
12,20,39,78,183
12,20,39,78,183
12,20,39,78,183
12,20,39,78,183
12,20,39,78,183
12,20,39,78,183
12,20,39,78,183
12,20,39,78,182
12,20,39,78,182
12,20,39,78,182
12,20,38,78,182
12,20,38,78,182
12,20,38,78,182
12,20,38,78,182
12,20,38,78,182
12,20,38,78,182
12,20,38,78,181
12,20,38,78,181
12,20,38,78,181
12,20,38,78,181
12,20,38,78,181
12,20,38,78,181
12,20,38,78,181
12,20,38,77,181
12,20,38,77,181
12,20,38,77,181
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,180
12,20,38,77,179
12,20,38,77,179
12,20,38,77,179
12,20,38,77,179
12,20,38,77,179
12,20,38,77,179
12,20,37,77,179
12,20,37,77,179
12,20,37,77,179
12,20,37,77,179
12,20,37,77,179
12,20,37,76,179
12,20,37,76,179
12,20,37,76,179
12,20,37,76,179
12,20,37,76,179
12,20,37,76,179
12,20,37,76,178
12,20,37,76,178
12,20,37,76,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,178
12,20,37,75,177
12,20,37,75,177
12,20,37,75,177
12,20,37,75,177
12,20,37,75,177
12,20,37,75,177
12,20,37,75,177
12,20,37,75,177
12,20,37,75,177
12,20,37,75,176
12,20,37,75,175
12,20,37,75,175
12,20,37,74,174
12,20,37,74,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,73,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,174
12,20,37,72,173
12,20,37,72,173
12,20,37,72,173
12,20,37,72,173
12,20,37,72,173
12,20,37,72,173
12,20,37,72,173
12,20,37,72,173
12,20,37,72,172
12,20,37,72,172
12,20,37,72,172
12,20,37,72,172
12,20,37,72,172
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,72,171
12,20,37,71,171
12,20,37,71,171
12,20,37,71,171
12,20,37,71,171
12,20,37,71,171
12,20,37,71,171
12,20,37,71,171
12,20,37,71,171
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,71,170
12,20,37,70,170
12,20,37,70,170
12,20,37,70,170
12,20,37,70,170
12,20,37,70,170
12,20,37,70,170
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,169
12,20,37,70,168
12,20,37,70,168
12,20,37,70,168
12,20,37,70,168
12,20,37,70,168
12,20,37,70,168
12,20,37,70,168
12,20,37,70,167
12,20,37,70,166
12,20,37,70,165
12,20,37,70,165
12,20,37,70,165
12,20,37,70,165
12,20,37,70,164
12,20,37,70,164
12,20,37,70,164
12,20,37,70,164
12,20,37,70,164
12,20,37,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
12,20,36,70,164
11,20,36,70,164
11,20,36,70,164
11,20,36,70,164
11,20,36,70,164
11,20,36,70,164
11,20,36,70,164
11,20,36,70,164
11,20,36,70,164
11,20,36,70,163
11,20,36,70,163
11,20,36,70,163
11,20,36,70,163
11,20,36,70,163
11,20,36,70,163
11,20,36,70,163
11,20,36,70,163
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,36,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,162
11,20,35,70,161
11,20,35,70,161
11,20,35,70,161
11,20,35,70,161
11,20,35,70,161
11,20,35,70,161
11,20,35,70,161
11,20,35,70,161
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,160
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,35,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,159
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,158
11,20,34,70,157
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,70,156
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,155
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,69,154
11,20,34,68,154
11,20,34,68,154
11,20,34,68,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,20,34,67,154
11,19,34,67,154
11,18,34,67,153
