z1,z12,z15,z2,z4
1519,1704,2215,2821,4728
1484,1713,2199,2823,4729
1471,1721,2188,2833,4772
1500,1726,2199,2866,4795
1472,1788,2182,2857,4897
1469,1790,2195,2897,4840
1485,1773,2169,2880,4882
1507,1755,2161,2864,4912
1529,1711,2215,2867,4896
1487,1733,2174,2915,4913
1467,1744,2163,2870,4856
1503,1745,2132,2834,4820
1499,1725,2088,2818,4842
1513,1759,2108,2796,4854
1512,1740,2155,2785,4861
1493,1726,2175,2751,4817
1473,1743,2157,2716,4844
1481,1694,2147,2788,4878
1453,1667,2158,2818,4885
1478,1683,2156,2838,4903
1496,1686,2182,2774,4853
1497,1714,2205,2793,4888
1474,1680,2187,2772,4854
1478,1713,2162,2769,4880
1465,1746,2156,2807,4908
1476,1778,2155,2759,4920
1446,1763,2166,2771,4962
1454,1777,2188,2790,4909
1428,1725,2200,2785,4948
1408,1754,2216,2746,4898
1441,1737,2250,2725,4899
1417,1735,2227,2736,4764
1443,1740,2182,2790,4775
1461,1699,2209,2793,4857
1459,1743,2195,2779,4833
1464,1716,2155,2751,4868
1437,1695,2181,2789,4885
1458,1678,2218,2787,4881
1460,1715,2175,2757,4846
1476,1692,2219,2767,4827
1499,1704,2232,2778,4839
1480,1717,2224,2763,4900
1455,1734,2228,2774,4923
1464,1772,2210,2732,4852
1473,1787,2169,2788,4871
1490,1777,2169,2735,4872
1487,1741,2206,2789,4821
1463,1767,2212,2814,4795
1470,1750,2186,2797,4805
1495,1737,2174,2815,4816
1490,1760,2198,2792,4762
1507,1787,2193,2787,4771
1496,1782,2180,2794,4807
1516,1783,2170,2755,4873
1499,1736,2216,2738,4805
1491,1722,2233,2727,4850
1526,1743,2190,2754,4823
1503,1756,2166,2721,4850
1494,1742,2128,2745,4916
1470,1771,2158,2784,4862
1464,1745,2125,2774,4881
1456,1764,2123,2823,4942
1452,1775,2119,2828,4916
1463,1812,2158,2771,4887
1483,1779,2130,2819,4881
1489,1781,2111,2837,4842
1481,1809,2101,2795,4913
1472,1817,2115,2773,4905
1480,1823,2184,2750,4952
1494,1836,2184,2779,4888
1493,1835,2184,2784,4891
1468,1837,2130,2785,4888
1481,1824,2157,2864,4935
1446,1792,2171,2888,4894
1467,1784,2238,2881,4879
1477,1770,2218,2876,4881
1476,1795,2207,2844,4878
1492,1784,2221,2802,4925
1504,1821,2220,2812,4830
1496,1764,2175,2834,4818
1506,1811,2155,2827,4863
1532,1797,2172,2757,4902
1508,1798,2158,2783,4865
1527,1777,2198,2801,4801
1509,1803,2193,2829,4786
1544,1799,2205,2782,4829
1515,1778,2182,2792,4782
1510,1765,2211,2732,4808
1518,1755,2160,2784,4862
1495,1747,2171,2748,4847
1475,1739,2165,2757,4914
1488,1720,2185,2775,4915
1499,1740,2127,2712,4870
1560,1749,2156,2673,4791
1533,1733,2168,2672,4861
1548,1711,2149,2671,4797
1506,1761,2159,2682,4783
1539,1784,2172,2696,4795
1533,1779,2171,2724,4777
1529,1767,2170,2792,4800
1543,1786,2169,2758,4867
1529,1781,2191,2752,4796
1520,1807,2209,2768,4756
1529,1850,2190,2789,4775
1516,1804,2157,2740,4750
1518,1852,2135,2742,4756
1517,1846,2123,2765,4828
1507,1864,2107,2743,4819
1481,1844,2127,2746,4796
1449,1833,2154,2718,4844
1432,1832,2166,2708,4775
1447,1825,2173,2704,4780
1452,1817,2187,2712,4855
1465,1761,2175,2701,4847
1455,1757,2134,2707,4873
1458,1773,2146,2727,4913
1476,1761,2123,2714,4854
1492,1770,2137,2695,4865
1476,1744,2134,2737,4829
1509,1725,2152,2723,4817
1562,1764,2188,2682,4843
1525,1747,2195,2723,4786
1531,1759,2199,2717,4817
1546,1775,2146,2699,4830
1536,1793,2117,2730,4802
1516,1817,2126,2754,4848
1517,1817,2110,2762,4883
1519,1776,2101,2779,4882
1545,1795,2166,2719,4909
1569,1795,2168,2643,4895
1547,1789,2158,2688,4826
1562,1782,2200,2708,4898
1569,1785,2173,2729,4819
1553,1775,2145,2766,4840
1560,1805,2179,2761,4849
1526,1811,2184,2735,4918
1541,1768,2188,2693,4866
1554,1764,2196,2713,4844
1540,1790,2205,2737,4735
1518,1755,2169,2718,4751
1509,1756,2199,2725,4758
1539,1760,2221,2744,4731
1571,1763,2140,2797,4738
1550,1739,2160,2764,4769
1535,1746,2185,2752,4808
1531,1753,2167,2783,4832
1554,1728,2170,2745,4819
1562,1721,2166,2767,4909
1537,1705,2176,2776,4893
1511,1750,2190,2733,4861
1516,1762,2176,2724,4830
1509,1740,2212,2764,4798
1518,1721,2154,2728,4787
1524,1734,2167,2711,4739
1522,1730,2159,2702,4731
1533,1717,2131,2745,4790
1484,1712,2201,2754,4771
1480,1722,2167,2739,4764
1475,1735,2166,2720,4820
1475,1720,2134,2697,4821
1465,1740,2123,2798,4792
1444,1715,2135,2725,4779
1484,1748,2153,2760,4800
1460,1776,2161,2768,4790
1479,1741,2146,2783,4818
1491,1727,2163,2773,4812
1485,1734,2154,2760,4802
1484,1722,2196,2804,4794
1471,1714,2198,2780,4769
1506,1731,2200,2749,4796
1500,1706,2175,2729,4812
1502,1727,2146,2730,4812
1488,1759,2192,2726,4834
1501,1752,2188,2705,4863
1480,1732,2172,2680,4821
1502,1751,2180,2758,4873
1529,1737,2157,2784,4865
1493,1781,2141,2775,4858
1493,1791,2167,2800,4868
1526,1780,2205,2761,4839
1498,1766,2212,2765,4802
1494,1760,2230,2804,4835
1458,1778,2229,2822,4866
1474,1792,2163,2800,4901
1474,1764,2164,2783,4898
1473,1732,2205,2795,4869
1473,1726,2180,2769,4899
1449,1721,2148,2744,4864
1461,1729,2117,2766,4860
1481,1746,2156,2744,4933
1506,1740,2122,2820,4869
1491,1727,2129,2793,4870
1464,1725,2098,2823,4838
1461,1707,2076,2815,4842
1482,1777,2062,2834,4760
1493,1783,2079,2842,4739
1493,1787,2101,2811,4773
1498,1792,2108,2854,4754
1476,1786,2123,2851,4778
1495,1809,2177,2819,4805
1492,1763,2156,2806,4838
1492,1776,2161,2794,4769
1515,1759,2195,2830,4802
1517,1730,2165,2783,4831
1503,1729,2167,2782,4795
1518,1768,2209,2779,4771
1505,1800,2190,2769,4766
1488,1789,2215,2784,4754
1521,1810,2199,2826,4815
1515,1794,2211,2813,4777
1500,1786,2187,2796,4752
1505,1783,2198,2775,4796
1502,1808,2196,2790,4859
1526,1808,2206,2796,4848
1528,1755,2181,2762,4875
1542,1776,2176,2760,4870
1539,1750,2188,2755,4777
1554,1773,2208,2749,4844
1571,1780,2204,2761,4841
1577,1761,2196,2761,4846
1574,1758,2173,2773,4894
1519,1782,2157,2747,4817
1529,1764,2078,2775,4851
1519,1773,2127,2757,4861
1533,1738,2144,2766,4857
1556,1729,2103,2769,4859
1533,1738,2104,2813,4788
1485,1740,2160,2872,4849
1530,1759,2147,2826,4810
1537,1745,2158,2843,4738
1520,1743,2150,2796,4714
1536,1741,2134,2800,4744
1525,1735,2158,2779,4792
1545,1726,2142,2754,4860
1531,1758,2129,2790,4880
1537,1750,2111,2798,4875
1520,1748,2131,2831,4877
1482,1719,2143,2778,4915
1481,1787,2133,2792,4856
1464,1776,2176,2780,4821
1449,1777,2125,2786,4788
1473,1785,2125,2729,4823
1474,1808,2112,2735,4702
1469,1808,2182,2803,4706
1500,1778,2166,2790,4677
1512,1779,2178,2802,4792
1471,1789,2154,2807,4881
1464,1781,2169,2837,4822
1473,1729,2138,2834,4859
1489,1739,2148,2767,4774
1449,1763,2137,2749,4835
1470,1772,2162,2778,4819
1465,1795,2158,2789,4831
1481,1785,2178,2748,4849
1458,1750,2189,2722,4869
1463,1785,2150,2731,4875
1438,1757,2154,2736,4839
1451,1786,2122,2751,4845
1444,1783,2145,2785,4851
1461,1779,2135,2772,4824
1461,1780,2174,2767,4816
1468,1748,2132,2781,4833
1472,1734,2164,2788,4840
1500,1748,2210,2778,4812
1525,1735,2158,2781,4831
1509,1810,2131,2817,4777
1523,1790,2164,2819,4735
1523,1791,2135,2796,4723
1522,1789,2153,2819,4775
1510,1789,2157,2816,4842
1496,1800,2108,2737,4801
1455,1761,2142,2749,4774
1464,1767,2115,2692,4742
1509,1782,2100,2720,4784
1491,1806,2075,2734,4842
1483,1787,2077,2748,4727
1482,1772,2108,2728,4747
1517,1733,2154,2807,4793
1522,1790,2150,2820,4731
1552,1773,2165,2870,4723
1540,1752,2154,2867,4638
1493,1771,2148,2839,4691
1509,1759,2159,2834,4733
1505,1762,2185,2776,4785
1505,1782,2184,2778,4802
1526,1832,2165,2868,4795
1488,1822,2168,2856,4825
1477,1803,2160,2804,4797
1488,1781,2179,2793,4826
1488,1786,2157,2823,4874
1469,1810,2110,2786,4845
1513,1785,2091,2750,4912
1489,1805,2100,2752,4807
1510,1777,2133,2765,4820
1504,1744,2152,2816,4862
1512,1783,2184,2795,4824
1499,1748,2196,2766,4841
1491,1742,2151,2741,4818
1492,1753,2153,2743,4765
1492,1717,2177,2711,4764
1516,1734,2216,2707,4815
1510,1731,2199,2753,4809
1482,1722,2190,2795,4842
1474,1754,2175,2778,4806
1476,1757,2200,2773,4817
1496,1768,2177,2813,4815
1540,1772,2137,2797,4834
1547,1764,2124,2787,4895
1534,1805,2159,2778,4814
1567,1815,2181,2734,4745
1534,1794,2175,2781,4722
1503,1813,2144,2788,4820
1501,1805,2140,2804,4819
1506,1760,2151,2806,4814
1472,1751,2113,2809,4831
1485,1770,2195,2782,4865
1475,1796,2179,2680,4886
1523,1768,2236,2786,4830
1519,1748,2253,2805,4852
1520,1762,2222,2793,4868
1507,1780,2178,2757,4834
1512,1792,2201,2745,4824
1493,1782,2198,2708,4824
1512,1768,2199,2685,4811
1505,1757,2217,2783,4762
1513,1758,2210,2791,4891
1505,1732,2204,2731,4774
1488,1731,2219,2754,4716
1502,1760,2195,2784,4764
1525,1756,2193,2771,4752
1504,1729,2188,2751,4740
1488,1761,2218,2758,4687
1512,1738,2190,2742,4664
1493,1766,2199,2751,4708
1470,1759,2225,2775,4729
1481,1731,2174,2788,4872
1468,1744,2202,2791,4909
1451,1723,2193,2771,4873
1508,1712,2160,2721,4886
1505,1698,2180,2810,4745
1507,1730,2197,2825,4759
1491,1726,2208,2795,4812
1507,1740,2176,2801,4774
1502,1735,2186,2782,4712
1473,1743,2186,2780,4788
1500,1735,2124,2789,4803
1498,1692,2093,2746,4831
1502,1739,2106,2735,4797
1532,1761,2157,2771,4757
1529,1764,2160,2776,4802
1527,1741,2176,2750,4865
1498,1780,2147,2772,4835
1529,1803,2191,2782,4838
1530,1796,2177,2739,4835
1516,1777,2164,2734,4860
1508,1735,2141,2717,4718
1516,1741,2137,2740,4742
1526,1757,2151,2723,4831
1472,1736,2129,2686,4860
1455,1744,2109,2711,4796
1478,1751,2109,2687,4811
1481,1763,2132,2700,4833
1500,1750,2173,2694,4845
1511,1758,2202,2701,4815
1484,1761,2193,2797,4757
1483,1743,2226,2783,4762
1485,1764,2218,2777,4790
1489,1765,2222,2777,4783
1459,1729,2179,2740,4840
1455,1742,2174,2707,4808
1441,1746,2186,2705,4791
1444,1740,2198,2757,4818
1478,1727,2171,2715,4798
1492,1752,2221,2716,4761
1498,1727,2183,2729,4832
1495,1711,2135,2749,4904
1524,1726,2117,2790,4873
1528,1770,2119,2831,4843
1505,1748,2160,2833,4805
1537,1789,2151,2836,4882
1548,1775,2163,2850,4822
1539,1754,2140,2842,4802
1513,1769,2155,2819,4909
1502,1788,2166,2834,4895
1498,1794,2157,2775,4831
1513,1802,2150,2743,4848
1524,1772,2160,2811,4870
1539,1783,2179,2842,4919
1521,1763,2186,2800,4913
1521,1787,2147,2819,4873
1504,1778,2153,2791,4883
1487,1789,2140,2761,4863
1466,1786,2142,2784,4865
1492,1780,2126,2782,4828
1502,1802,2155,2770,4866
1509,1813,2120,2810,4903
1492,1826,2122,2809,4824
1494,1800,2143,2801,4814
1462,1791,2177,2829,4811
1489,1845,2113,2829,4886
1522,1836,2115,2842,4857
1522,1794,2153,2825,4858
1478,1746,2126,2872,4855
1494,1736,2126,2811,4869
1492,1748,2139,2801,4824
1502,1796,2143,2810,4907
1503,1832,2131,2804,4900
1536,1805,2142,2793,4867
1562,1771,2182,2832,4863
1570,1787,2179,2804,4812
1584,1794,2160,2765,4868
1582,1797,2198,2711,4839
1539,1755,2195,2728,4864
1535,1752,2206,2762,4891
1531,1737,2163,2793,4843
1563,1754,2183,2816,4838
1541,1738,2203,2739,4761
1525,1731,2221,2815,4792
1516,1703,2201,2779,4804
1472,1750,2206,2855,4787
1512,1731,2187,2840,4798
1472,1734,2182,2835,4827
1485,1774,2190,2819,4861
1471,1786,2137,2869,4816
1473,1783,2132,2846,4776
1474,1714,2115,2818,4855
1525,1711,2123,2802,4798
1522,1702,2113,2759,4869
1511,1704,2109,2796,4869
1539,1700,2177,2788,4833
1532,1693,2178,2766,4877
1541,1655,2156,2793,4876
1546,1648,2108,2817,4930
1531,1692,2087,2787,4938
1520,1687,2135,2743,4935
1499,1694,2125,2743,4874
1461,1708,2155,2754,4802
1460,1745,2171,2784,4740
1445,1735,2129,2797,4754
1417,1740,2154,2784,4760
1456,1754,2179,2765,4870
1481,1721,2201,2771,4760
1450,1720,2172,2798,4829
1460,1710,2177,2845,4835
1436,1745,2180,2770,4858
1447,1755,2187,2765,4872
1467,1786,2181,2763,4918
1475,1753,2144,2762,4824
1479,1731,2133,2767,4814
1451,1721,2129,2839,4791
1427,1726,2116,2845,4808
1442,1740,2165,2809,4834
1482,1760,2159,2839,4829
1501,1781,2109,2853,4810
1505,1778,2131,2853,4801
1501,1736,2163,2827,4765
1486,1767,2148,2849,4802
1484,1782,2145,2868,4901
1492,1797,2144,2863,4795
1493,1796,2139,2899,4839
1494,1810,2172,2888,4868
1482,1804,2156,2889,4832
1469,1787,2145,2860,4834
1444,1730,2195,2827,4891
1448,1762,2206,2821,4890
1435,1772,2191,2796,4960
1464,1796,2246,2778,4863
1474,1802,2224,2785,4791
1518,1780,2218,2774,4899
1494,1792,2218,2776,4895
1460,1769,2220,2834,4842
1458,1770,2173,2821,4840
1480,1745,2219,2802,4830
1503,1773,2229,2756,4769
1468,1778,2186,2805,4801
1465,1791,2194,2818,4853
1498,1795,2215,2777,4833
1502,1777,2144,2739,4867
1471,1785,2164,2743,4844
1492,1815,2169,2741,4879
1483,1820,2183,2736,4879
1482,1810,2141,2752,4909
1475,1808,2161,2752,4822
1486,1807,2190,2731,4811
1461,1810,2149,2766,4850
1485,1793,2169,2804,4812
1485,1785,2188,2841,4818
1485,1805,2159,2813,4806
1483,1832,2119,2799,4808
1494,1835,2117,2819,4806
1464,1792,2128,2786,4802
1445,1841,2159,2776,4775
1433,1809,2198,2796,4811
1440,1848,2179,2755,4913
1438,1826,2188,2744,4899
1450,1832,2172,2797,4868
1463,1815,2167,2844,4856
1473,1780,2190,2826,4864
1475,1798,2187,2869,4833
1492,1800,2178,2797,4790
1471,1778,2182,2796,4835
1485,1752,2216,2842,4843
1453,1769,2198,2819,4769
1479,1824,2207,2793,4792
1483,1826,2188,2782,4747
1472,1816,2194,2721,4779
1461,1792,2177,2761,4823
1499,1764,2128,2758,4785
1492,1770,2145,2759,4829
1476,1774,2145,2727,4869
1475,1783,2089,2808,4851
1494,1799,2128,2759,4850
1507,1819,2141,2779,4919
1510,1794,2128,2759,4845
1524,1804,2157,2769,4856
1521,1767,2160,2802,4896
1493,1765,2152,2812,4836
1480,1786,2163,2772,4862
1477,1786,2162,2829,4840
1479,1762,2174,2779,4804
1472,1759,2171,2805,4858
1456,1780,2131,2799,4888
1486,1785,2121,2832,4866
1525,1774,2172,2826,4944
1512,1753,2186,2847,4958
1502,1738,2197,2843,4878
1467,1732,2169,2811,4866
1480,1726,2155,2793,4882
1477,1732,2159,2801,4860
1492,1738,2202,2823,4820
1503,1751,2235,2773,4838
1519,1709,2246,2723,4798
1507,1717,2244,2674,4869
1515,1699,2211,2726,4852
1497,1710,2193,2726,4828
1468,1657,2206,2691,4854
1499,1696,2172,2706,4888
1490,1703,2179,2708,4871
1495,1722,2152,2705,4898
1519,1751,2120,2709,4941
1514,1746,2128,2732,4909
1501,1754,2129,2725,4906
1503,1768,2136,2739,4921
1501,1743,2138,2732,4877
1468,1769,2145,2708,4829
1487,1745,2118,2715,4790
1466,1767,2146,2722,4856
1426,1790,2163,2801,4839
1474,1804,2199,2776,4854
1487,1779,2204,2777,4905
1474,1798,2175,2724,4907
1480,1768,2190,2698,4882
1476,1762,2177,2689,4828
1493,1718,2188,2638,4770
1477,1762,2145,2684,4810
1468,1760,2145,2780,4817
1471,1764,2166,2750,4789
1490,1771,2172,2755,4714
1525,1756,2157,2746,4697
1560,1738,2195,2766,4724
1544,1747,2200,2758,4785
1527,1744,2208,2768,4821
1490,1772,2225,2753,4749
1502,1747,2224,2744,4726
1520,1722,2242,2762,4770
1522,1707,2223,2810,4769
1516,1725,2254,2802,4819
1486,1718,2206,2779,4780
1562,1749,2208,2737,4783
1560,1740,2153,2735,4821
1570,1762,2172,2730,4791
1558,1779,2121,2761,4771
1516,1754,2125,2748,4758
1496,1765,2179,2720,4761
1513,1783,2180,2729,4700
1483,1789,2178,2676,4711
1475,1768,2202,2710,4868
1477,1759,2184,2713,4875
1455,1779,2208,2747,4847
1467,1728,2230,2754,4793
1451,1765,2197,2704,4744
1460,1761,2207,2759,4725
1479,1800,2180,2773,4761
1478,1800,2167,2828,4793
1503,1783,2173,2791,4781
1481,1770,2216,2783,4836
1492,1750,2186,2748,4783
1472,1763,2202,2730,4851
1511,1755,2203,2695,4816
1509,1748,2185,2730,4815
1506,1744,2186,2719,4791
1499,1745,2149,2746,4832
1524,1750,2169,2763,4820
1532,1768,2189,2736,4819
1499,1787,2145,2760,4774
1505,1799,2174,2732,4803
1506,1791,2169,2716,4866
1505,1766,2203,2750,4913
1523,1799,2184,2727,4858
1505,1803,2178,2692,4844
1495,1801,2128,2704,4849
1462,1816,2136,2726,4783
1483,1774,2177,2758,4759
1506,1747,2158,2787,4811
1487,1780,2134,2780,4755
1454,1779,2133,2792,4823
1465,1761,2127,2793,4783
1486,1807,2134,2825,4881
1508,1768,2095,2792,4913
1508,1758,2114,2788,4866
1504,1712,2147,2791,4834
1496,1734,2142,2751,4838
1498,1758,2140,2765,4852
1500,1735,2159,2790,4866
1520,1723,2153,2804,4855
1488,1753,2148,2802,4750
1519,1788,2126,2808,4741
1498,1812,2117,2796,4747
1509,1774,2173,2812,4743
1485,1729,2173,2792,4819
1516,1770,2165,2821,4808
1489,1775,2118,2833,4777
1479,1786,2110,2767,4770
1491,1787,2143,2738,4759
1494,1785,2133,2742,4770
1502,1832,2157,2767,4815
1496,1793,2204,2770,4820
1510,1742,2215,2771,4848
1487,1771,2146,2750,4813
1507,1768,2203,2799,4818
1476,1733,2132,2749,4767
1521,1763,2153,2763,4774
1522,1756,2134,2737,4802
1486,1723,2158,2763,4826
1494,1720,2203,2750,4824
1489,1738,2173,2816,4812
1471,1761,2203,2804,4793
1491,1765,2194,2725,4766
1516,1778,2173,2753,4735
1526,1780,2174,2788,4797
1522,1771,2171,2721,4805
1497,1769,2168,2770,4837
1498,1736,2175,2768,4812
1494,1722,2197,2800,4808
1486,1736,2194,2735,4811
1505,1731,2222,2758,4872
1492,1755,2229,2752,4857
1502,1763,2224,2718,4975
1543,1746,2242,2687,4945
1529,1732,2263,2729,4890
1523,1735,2222,2744,4912
1532,1758,2226,2760,4873
1520,1771,2253,2763,4923
1547,1742,2257,2798,4845
1536,1805,2216,2780,4785
1528,1775,2204,2743,4796
1491,1778,2184,2754,4832
1510,1777,2207,2764,4781
1481,1750,2196,2778,4798
1499,1761,2149,2717,4697
1488,1734,2220,2705,4697
1492,1726,2204,2702,4659
1458,1763,2201,2719,4785
1480,1749,2218,2724,4827
1469,1751,2164,2666,4814
1479,1752,2195,2702,4835
1490,1752,2182,2700,4830
1481,1785,2167,2759,4920
1474,1749,2164,2728,4913
1491,1744,2180,2751,4862
1523,1763,2218,2747,4752
1520,1816,2203,2733,4821
1512,1798,2187,2682,4901
1513,1773,2208,2681,4838
1512,1762,2213,2715,4870
1508,1758,2215,2686,4847
1512,1786,2195,2721,4869
1512,1731,2169,2691,4829
1525,1748,2169,2717,4901
1522,1730,2169,2735,4903
1515,1706,2170,2734,4913
1543,1715,2147,2736,4872
1513,1762,2129,2773,4927
1485,1735,2148,2749,4878
1481,1731,2128,2728,4884
1486,1741,2099,2723,4961
1490,1746,2137,2710,4872
1497,1738,2125,2727,4856
1528,1786,2156,2693,4858
1482,1732,2151,2734,4882
1491,1727,2129,2776,4889
1504,1752,2128,2757,4863
1515,1759,2108,2745,4901
1522,1773,2147,2809,4903
1540,1760,2137,2816,4892
1530,1782,2158,2733,4842
1518,1776,2186,2767,4823
1502,1755,2193,2773,4828
1504,1733,2177,2790,4809
1478,1752,2191,2828,4828
1466,1756,2187,2785,4879
1466,1749,2141,2793,5000
1479,1738,2160,2786,4965
1498,1763,2171,2808,5024
1507,1767,2220,2779,4882
1503,1758,2218,2764,4841
1523,1757,2224,2778,4871
1519,1763,2223,2756,4824
1507,1745,2239,2755,4838
1499,1751,2245,2723,4827
1497,1757,2204,2767,4786
1514,1771,2202,2749,4751
1510,1785,2187,2794,4771
1500,1770,2210,2745,4813
1470,1756,2158,2734,4823
1473,1748,2166,2735,4843
1502,1769,2186,2719,4879
1474,1743,2121,2682,4842
1489,1738,2172,2709,4914
1490,1721,2158,2727,4888
1495,1730,2140,2720,4873
1459,1730,2158,2756,4839
1476,1723,2173,2765,4867
1457,1735,2145,2793,4907
1459,1708,2160,2822,4943
1486,1712,2090,2787,4870
1509,1704,2109,2801,4915
1505,1698,2074,2744,4898
1540,1699,2041,2701,4910
1505,1714,2025,2672,4889
1475,1752,2037,2717,4852
1487,1775,2053,2740,4895
1505,1804,2076,2742,4932
1502,1761,2047,2783,4908
1528,1722,2064,2792,4844
1522,1747,2091,2771,4813
1543,1721,2054,2760,4924
1524,1699,2081,2744,4906
1501,1722,2049,2774,4914
1482,1773,2094,2724,4894
1504,1795,2128,2778,4875
1457,1798,2124,2800,4775
1444,1777,2104,2795,4806
1462,1787,2128,2791,4798
1485,1795,2142,2769,4829
1465,1747,2104,2756,4766
1460,1789,2083,2761,4720
1474,1778,2116,2744,4793
1482,1798,2107,2762,4769
1485,1767,2069,2756,4758
1479,1779,2099,2776,4800
1510,1774,2093,2787,4912
1503,1762,2127,2777,4844
1486,1745,2111,2780,4838
1503,1763,2122,2782,4875
1509,1775,2120,2772,4792
1510,1786,2123,2734,4729
1504,1782,2123,2772,4737
1512,1814,2079,2755,4804
1515,1805,2100,2822,4816
1517,1808,2094,2783,4743
1505,1797,2146,2757,4757
1499,1788,2143,2736,4806
1479,1801,2141,2716,4843
1458,1808,2129,2720,4894
1484,1812,2121,2704,4812
1439,1766,2132,2765,4798
1444,1786,2079,2696,4854
1453,1847,2127,2738,4842
1477,1807,2068,2690,4808
1479,1802,2112,2715,4820
1476,1840,2131,2707,4853
1451,1802,2099,2727,4843
1451,1803,2094,2757,4887
1474,1828,2108,2756,4868
1474,1857,2136,2797,4847
1494,1843,2111,2787,4912
1477,1843,2155,2760,4899
1492,1813,2152,2770,4890
1481,1840,2157,2726,4825
1487,1836,2163,2699,4871
1497,1819,2177,2733,4915
1505,1831,2194,2784,4934
1488,1851,2231,2767,4868
1461,1849,2211,2806,4883
1455,1860,2184,2811,4877
1457,1819,2172,2800,4763
1442,1828,2146,2782,4918
1452,1811,2157,2832,4957
1412,1802,2168,2799,4930
1426,1769,2165,2789,4948
1438,1774,2120,2772,4947
1457,1757,2120,2775,4863
1452,1759,2174,2793,4887
1440,1738,2158,2738,4840
1429,1736,2174,2744,4849
1436,1732,2146,2753,4898
1438,1703,2186,2817,4861
1469,1693,2166,2756,4887
1455,1730,2164,2770,4896
1469,1703,2139,2747,4859
1460,1737,2146,2747,4879
1463,1734,2167,2730,4927
1481,1709,2208,2744,4836
1469,1744,2186,2796,4828
1479,1727,2162,2840,4825
1468,1729,2153,2801,4879
1469,1742,2141,2834,4897
1484,1709,2162,2816,4850
1494,1713,2196,2830,4823
1498,1696,2195,2785,4798
1508,1722,2200,2870,4782
1508,1744,2194,2848,4824
1483,1714,2157,2849,4752
1492,1707,2176,2851,4730
1458,1705,2205,2826,4766
1441,1738,2176,2815,4752
1467,1695,2212,2827,4753
1494,1719,2142,2792,4848
1483,1747,2151,2817,4773
1532,1792,2143,2809,4734
1472,1748,2172,2816,4749
1473,1746,2155,2831,4787
1512,1784,2171,2869,4777
1497,1748,2194,2901,4747
1475,1741,2167,2906,4746
1458,1778,2179,2860,4796
1445,1824,2185,2837,4739
1493,1799,2150,2849,4759
1488,1727,2101,2803,4765
1488,1764,2155,2777,4803
1478,1732,2111,2831,4800
1477,1722,2106,2872,4777
1471,1705,2143,2866,4809
1450,1763,2141,2822,4836
1438,1770,2143,2803,4805
1479,1763,2145,2821,4849
1471,1790,2149,2856,4844
1505,1805,2133,2859,4805
1476,1811,2149,2789,4820
1444,1788,2137,2770,4858
1457,1795,2138,2793,4774
1507,1816,2189,2818,4766
1488,1777,2172,2781,4794
1503,1772,2172,2824,4885
1490,1778,2202,2810,4834
1506,1753,2189,2821,4879
1480,1730,2169,2814,4904
1496,1715,2189,2803,4876
1504,1720,2171,2817,4955
1503,1735,2155,2760,4915
1541,1749,2175,2780,4937
1532,1735,2149,2796,4882
1522,1740,2137,2795,4918
1519,1754,2145,2759,4924
1530,1741,2143,2776,4892
1496,1739,2156,2804,4864
1493,1768,2166,2753,4914
1497,1764,2154,2794,4909
1484,1736,2154,2754,4836
1493,1762,2133,2791,4838
1486,1742,2157,2803,4818
1493,1788,2190,2809,4847
1484,1738,2175,2844,4909
1547,1781,2161,2812,4889
1530,1778,2155,2783,4900
1508,1749,2175,2784,4858
1540,1777,2184,2794,4866
1522,1772,2224,2767,4776
1526,1774,2212,2772,4873
1538,1806,2203,2781,4831
1544,1812,2178,2796,4841
1556,1779,2191,2794,4841
1517,1775,2213,2805,4858
1488,1763,2174,2838,4838
1505,1765,2235,2802,4825
1471,1796,2204,2820,4772
1481,1815,2200,2826,4858
1511,1791,2223,2800,4809
1514,1773,2218,2782,4794
1498,1776,2210,2768,4768
1474,1772,2212,2750,4787
1488,1788,2204,2752,4780
1491,1814,2208,2714,4744
1510,1851,2250,2723,4814
1486,1780,2243,2787,4796
1475,1764,2241,2735,4758
1485,1745,2261,2738,4768
1501,1759,2216,2770,4825
1504,1761,2245,2774,4872
1502,1781,2221,2752,4835
1465,1789,2232,2757,4867
1494,1789,2242,2758,4894
1494,1792,2254,2791,4893
1504,1779,2220,2788,4902
1511,1762,2208,2749,4902
1512,1751,2228,2759,4889
1527,1758,2229,2790,4891
1508,1795,2257,2788,4837
1549,1787,2241,2799,4786
1551,1782,2242,2805,4874
1543,1748,2249,2819,4919
1516,1772,2259,2765,4839
1524,1790,2256,2770,4797
1546,1797,2198,2747,4819
1516,1763,2204,2786,4820
1515,1797,2200,2855,4801
1481,1774,2184,2795,4897
1498,1789,2216,2751,4835
1482,1768,2194,2775,4822
1503,1792,2162,2730,4846
1495,1787,2161,2735,4797
1517,1783,2180,2750,4835
1512,1770,2148,2748,4759
1533,1798,2164,2796,4825
1519,1804,2185,2781,4838
1565,1807,2188,2782,4810
1534,1818,2218,2779,4755
1500,1812,2248,2758,4756
1508,1826,2233,2781,4772
1497,1816,2229,2832,4805
1488,1787,2223,2765,4848
1506,1788,2203,2775,4781
1495,1824,2221,2758,4769
1504,1844,2207,2791,4751
1490,1835,2221,2815,4796
1477,1808,2219,2832,4794
1496,1839,2192,2823,4837
1461,1851,2242,2792,4888
1464,1802,2228,2856,4874
1453,1814,2210,2858,4893
1481,1836,2213,2820,4823
