t,m
585.0,0.0104
586.0,-0.007
587.0,0.0
588.0,-0.0084
589.0,0.0026
590.0,0.0022
591.0,-0.0086
592.0,0.0038
593.0,-0.0074
594.0,-0.0172
595.0,-0.0144
596.0,-0.0224
597.0,-0.0226
598.0,-0.0114
599.0,-0.0072
600.0,-0.013
601.0,-0.0016
602.0,0.0046
603.0,-0.0196
604.0,-0.0334
605.0,-0.0132
606.0,0.0032
607.0,0.0112
608.0,-0.0022
609.0,-0.021
610.0,-0.0146
611.0,-0.0244
612.0,-0.0204
613.0,-0.023
614.0,-0.0198
615.0,-0.009
616.0,0.0026
617.0,0.0174
618.0,0.0108
619.0,0.0246
620.0,0.0372
621.0,0.0284
622.0,0.0062
623.0,0.0018
624.0,0.0002
625.0,0.0116
626.0,0.0132
627.0,-0.0006
628.0,-0.007
629.0,-0.0058
630.0,-0.0086
631.0,-0.0134
632.0,-0.0064
633.0,-0.007
634.0,-0.0048
635.0,-0.0086
636.0,0.0066
637.0,0.017
638.0,0.0072
639.0,-0.0016
640.0,0.0052
641.0,0.0014
642.0,-0.0072
643.0,-0.017
644.0,-0.0006
645.0,0.0134
646.0,0.0212
647.0,-0.0192
648.0,-0.0224
649.0,-0.0188
650.0,-0.0088
651.0,-0.0064
652.0,-0.001
653.0,0.002
654.0,-0.0036
655.0,-0.01
656.0,-0.0192
657.0,-0.0296
658.0,-0.0144
659.0,-0.0086
660.0,0.016
661.0,0.0052
662.0,-0.0094
663.0,-0.0154
664.0,-0.0204
665.0,-0.0124
666.0,-0.0028
667.0,-0.0016
668.0,-0.0182
669.0,-0.0178
670.0,-0.0062
671.0,-0.014
672.0,-0.014
673.0,-0.0044
674.0,0.0044
675.0,-0.0086
676.0,-0.0074
677.0,-0.0188
678.0,-0.01
679.0,-0.0032
680.0,0.0068
681.0,-0.0054
682.0,-0.0092
683.0,-0.0184
684.0,-0.0312
685.0,-0.0244
686.0,-0.0082
687.0,-0.0174
688.0,-0.0202
689.0,-0.018
690.0,-0.0298
691.0,-0.0414
692.0,-0.0266
693.0,-0.0416
694.0,-0.043
695.0,-0.0484
696.0,-0.0316
697.0,-0.0378
698.0,-0.0288
699.0,-0.017
700.0,-0.0154
701.0,-0.0126
702.0,-0.0158
703.0,-0.033
704.0,-0.0396
705.0,-0.0292
706.0,-0.028
707.0,-0.0236
708.0,-0.0402
709.0,-0.0446
710.0,-0.0478
711.0,-0.0272
712.0,-0.019
713.0,0.0002
714.0,0.001
715.0,0.0034
716.0,0.0166
717.0,0.0312
718.0,0.0224
719.0,0.02
720.0,0.0284
721.0,0.0146
722.0,0.0008
723.0,-0.0072
724.0,-0.0102
725.0,-0.0202
726.0,-0.0128
727.0,0.0056
728.0,-0.009
729.0,-0.0056
730.0,-0.0078
731.0,-0.005
732.0,0.0044
733.0,0.0018
734.0,-0.006
735.0,-0.005
736.0,-0.012
737.0,-0.0298
738.0,-0.0302
739.0,-0.0368
740.0,-0.0184
741.0,0.0086
742.0,0.0224
743.0,0.029
744.0,0.0258
745.0,0.0304
746.0,0.0224
747.0,0.0174
748.0,0.0304
749.0,0.0212
750.0,0.0412
751.0,0.026
752.0,0.0368
753.0,0.0296
754.0,0.0332
755.0,0.0294
756.0,0.026
757.0,0.0332
758.0,0.028
759.0,0.0272
760.0,0.0458
761.0,0.0314
762.0,0.0332
763.0,0.0322
764.0,0.0316
765.0,0.0296
766.0,0.023
767.0,0.0108
768.0,0.013
769.0,0.0188
770.0,0.0042
771.0,0.0242
772.0,0.041
773.0,0.0344
774.0,0.0278
775.0,0.0188
776.0,0.017
777.0,0.0178
778.0,0.0236
779.0,0.0082
780.0,0.0
781.0,0.0132
782.0,0.0202
783.0,0.0172
784.0,0.0128
785.0,0.0158
786.0,-0.0074
787.0,-0.0062
788.0,0.005
789.0,-0.0058
790.0,-0.009
791.0,-0.0162
792.0,-0.0234
793.0,-0.0296
794.0,-0.0492
795.0,-0.0458
796.0,-0.0274
797.0,-0.0184
798.0,-0.033
799.0,-0.0138
800.0,-0.0128
801.0,-0.0184
802.0,0.008
803.0,-0.0048
804.0,-0.0026
805.0,0.0036
806.0,0.003
807.0,0.017
808.0,-0.0018
809.0,0.0096
810.0,0.0036
811.0,-0.0052
812.0,-0.0036
813.0,0.0014
814.0,0.0226
815.0,0.0138
816.0,0.0242
817.0,0.0212
818.0,0.03
819.0,0.0186
820.0,0.0094
821.0,0.0144
822.0,0.0122
823.0,0.0098
824.0,0.0028
825.0,0.0092
826.0,-0.0022
827.0,0.01
828.0,-0.0038
829.0,-0.0076
830.0,-0.015
831.0,-0.0024
832.0,-0.0018
833.0,-0.0064
834.0,-0.0162
835.0,-0.0084
836.0,-0.0086
837.0,-0.0132
838.0,-0.0226
839.0,0.0024
840.0,-0.0158
841.0,-0.0236
842.0,-0.0014
843.0,-0.0012
844.0,0.0146
845.0,0.0174
846.0,0.01
847.0,0.0006
848.0,0.0124
849.0,0.0116
850.0,0.0224
851.0,0.0036
852.0,0.014
853.0,0.018
854.0,-0.0002
855.0,0.006
856.0,0.0148
857.0,0.028
858.0,0.0112
859.0,0.0024
860.0,0.0128
861.0,0.0086
862.0,-0.0022
863.0,0.016
864.0,-0.0022
865.0,0.002
866.0,-0.0018
867.0,-0.018
868.0,-0.0194
869.0,-0.0118
870.0,-0.016
871.0,-0.0106
872.0,0.0002
873.0,-0.0062
874.0,0.0108
875.0,0.0122
876.0,0.0328
877.0,0.0328
878.0,0.0402
879.0,0.0188
880.0,0.0136
881.0,0.0058
882.0,0.0036
883.0,0.0048
884.0,0.0146
885.0,0.0026
886.0,0.0088
887.0,-0.0108
888.0,-0.0102
889.0,-0.0192
890.0,-0.0334
891.0,-0.0326
892.0,-0.0212
893.0,-0.0318
894.0,-0.0462
895.0,-0.0098
896.0,0.0106
897.0,-0.0002
898.0,-0.0206
899.0,-0.0236
900.0,-0.0128
901.0,-0.029
902.0,-0.0228
903.0,-0.0116
904.0,0.0064
905.0,0.0118
906.0,0.006
907.0,-0.0034
908.0,-0.0148
909.0,-0.0288
910.0,-0.0396
911.0,-0.0252
912.0,-0.0114
913.0,-0.025
914.0,-0.0092
915.0,-0.0164
916.0,-0.0118
917.0,-0.0044
918.0,0.0032
919.0,0.0126
920.0,0.0098
921.0,0.0176
922.0,0.014
923.0,0.0188
924.0,0.0206
925.0,0.0264
926.0,0.0202
927.0,0.0084
928.0,0.002
929.0,0.0056
930.0,0.0028
931.0,0.0008
932.0,0.003
933.0,0.0196
934.0,0.0254
935.0,0.0192
936.0,0.007
937.0,-0.0192
938.0,-0.0072
939.0,-0.0026
940.0,0.004
941.0,0.0042
942.0,0.0042
943.0,-0.0046
944.0,-0.003
945.0,0.0126
946.0,0.0218
947.0,0.018
948.0,-0.0176
949.0,-0.021
950.0,-0.0136
951.0,-0.029
952.0,-0.0256
953.0,-0.0192
954.0,-0.0118
955.0,-0.0138
956.0,-0.0216
957.0,-0.0262
958.0,-0.0318
959.0,-0.0206
960.0,-0.0408
961.0,-0.022
962.0,-0.0236
963.0,-0.0252
964.0,-0.0056
965.0,-0.0118
966.0,-0.0172
967.0,-0.0082
968.0,-0.0136
969.0,-0.0074
970.0,-0.009
971.0,-0.0184
972.0,-0.0042
973.0,-0.026
974.0,-0.0202
975.0,-0.006
976.0,-0.0268
977.0,-0.0328
978.0,-0.03
979.0,-0.0022
980.0,-0.0036
981.0,-0.0072
982.0,-0.022
983.0,-0.0202
984.0,-0.0232
985.0,-0.02
986.0,-0.0054
987.0,-0.0102
988.0,-0.0012
989.0,0.0002
990.0,-0.0164
991.0,-0.0314
992.0,-0.0234
993.0,-0.0022
994.0,-0.002
995.0,0.0004
996.0,0.008
997.0,-0.009
998.0,-0.0184
999.0,-0.0334
1000.0,-0.024
