eps,X
0.005,17.839645385742188
0.01,12.147933959960938
0.015,9.484004974365234
0.02,7.992943286895753
0.025,7.0213236808776855
0.03,5.9832801818847665
0.035,5.442035675048828
0.04,4.85744047164917
0.045,4.454056262969972
0.05,4.381319522857666
0.1,2.936014413833618
0.2,2.2562317848205566
0.3,2.0139305591583248
0.4,1.7622194290161133
0.5,1.725644826889038
0.6,1.6766602993011477
0.7,1.6421198844909668
0.8,1.7028367519378662
0.9,1.6267672777175903
1.0,1.5731908082962036
