eps,X
0.005,68.26512145996094
0.01,45.56990051269531
0.015,36.26850891113281
0.02,29.71237564086914
0.025,23.93557929992676
0.03,21.88330841064453
0.035,18.696706771850586
0.04,17.848003387451172
0.045,15.12397289276123
0.05,14.338831901550293
0.1,9.245262145996094
0.2,5.634756565093994
0.3,4.715590953826903
0.4,4.229635238647462
0.5,3.932848453521729
0.6,3.871570587158203
0.7,3.3134119510650635
0.8,3.4216229915618896
0.9,3.5757014751434326
1.0,3.4634711742401123
