eps,X
0.005,28.53522491455078
0.01,20.326414108276367
0.015,15.15042781829834
0.02,13.046016693115234
0.025,11.483377456665039
0.03,9.562557220458984
0.035,8.415264129638674
0.04,8.147125244140625
0.045,7.08065938949585
0.05,6.373591423034668
0.1,4.3277196884155265
0.2,3.00970721244812
0.3,2.54404616355896
0.4,2.2843637466430664
0.5,2.296912670135498
0.6,2.0773613452911377
0.7,2.1331169605255127
0.8,2.020171642303467
0.9,2.1031324863433842
1.0,1.946372985839844
